index,title,company,Skills,city,state,posted_date,type,salary,type,sal_min,sal_max,sal_median,origin
707,Data Scientist,ApTask,"Python, SQL, Bert, NLP",,,4/11/2023,"Contract: Corp-To-Corp, 12 Month(s)",$60 - $70,yearly,60000,70000,65000,dice.com
708,Data Scientist (Energy Preferred),Jobot,,Herndon,VA,4/12/2023,Full Time,"$140,000 - $170,000 per year",yearly,140000,170000,155000,dice.com
709,Data Scientist (HDIP) - Hybrid,Irvine Technology Corporation (ITC),,Los Angeles,CA,4/11/2023,Full Time,"USD120,000 - USD175,000",yearly,120000,175000,147500,dice.com
710,Data Scientist Advisor,Kforce Technology Staffing,,Fairfax,VA,4/3/2023,"Contract: W2, Temp",$59.50 - $80.50 hourly,hourly,59.5,80.5,70,dice.com
711,Data Scientist,E-Deft,,,,3/28/2023,"Contract: Corp-To-Corp, W2, Independent",,,,,,dice.com
712,,,,,,,,,,,,,dice.com
713,Data Scientist Senior,SAIC,"Research, Laboratory, Modeling, Computer, Engineering, Python, Security",Monterey,CA,4/13/2023,Full Time,,,,,,dice.com
714,AVP & Data Scientist,Travelers,,Hartford,CT,4/12/2023,Full Time,"$164,600.00 - $271,500.00",yearly,164600,271500,218050,dice.com
715,Data Scientist,Novateur Technologies Inc.,"Statistical Modeling, Bayesian Model, Impact Model",Dallas,TX,4/4/2023,"Contract: W2, Independent, Corp-To-Corp, 6 Month(s)",Depends on Experience,,,,,dice.com
716,,,,,,,,,,,,,dice.com
717,,,,,,,,,,,,,dice.com
718,Data Scientist,Global Data Consultants,,Carlisle,PA,3/24/2023,Full Time,,,,,,dice.com
719,Senior Data Scientist,Aerospace Corporation,,Chantilly,VA,4/6/2023,Full Time,,,,,,dice.com
720,Scientific - Data Scientist,Net2Source Inc.,,Lawrenceville,NJ,4/12/2023,"Contract: W2, Independent, 8+ mo(s)",$1 - $64.28 hr,hourly,1,64.28,32.64,dice.com
721,Sr. Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington D.C.,DC,4/10/2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",$70 - $80,yearly,70000,80000,75000,dice.com
722,Sr. Data Scientist,Atyeti,"Python, Scala, Spark, ML, AWS",,,4/10/2023,"Contract: W2, Independent",Depends on Experience,,,,,dice.com
723,Sr. Data Scientist I,Pax8,,Greenwood Village,CO,4/8/2023,Full Time,,,,,,dice.com
724,Data Scientist (TS/SCI with Full Scope Poly),Jefferson Frank,"AI, ML, Data",Falls Church,VA,4/12/2023,Full Time,$200000 - $220000 per annum,yearly,200000,220000,210000,dice.com
725,Data Scientist,Motion Recruitment,,Columbus,OH,3/21/2023,Full Time,,,,,,dice.com
726,Data Scientist,Robert Half,"Python, Mathematical",Johnston,IA,4/4/2023,"Contract: W2, Independent",,,,,,dice.com
727,Data Scientist,TEKHiring,ML,Austin,TX,3/17/2023,"Contract: W2, Independent, 1 Year(s)",$40 - $50,yearly,40000,50000,45000,dice.com
728,Sr Data Scientist,W3Global,"ML, Python, SQL, Neural Networks, (Natural Language Processing/Computer Vision), Tensorflow, Pytorch, Sklearn, Rest APIs, Docker/Kubernetes, Azure/AWS Clouds",Santa Clara,CA,4/12/2023,Full Time,USD120000.0/ANNUAL - USD160000.0/ANNUAL,yearly,120000,160000,140000,dice.com
729,Principle Data Scientist,ADDSOURCE,"Kafka, Hadoop, ML, Docker, AI Solution",Jersey City,NJ,4/10/2023,Full Time,,,,,,dice.com
730,Senior Data Scientist - Geospatial,Darwin Recruitment,Data Science,Dallas,TX,3/21/2023,Full Time,$140000.00 - $180000.00 per annum,yearly,140000,180000,160000,dice.com
731,Senior Data Scientist - Telematics,"Capgemini America, Inc.","Telematics, Python, Snowflake, Oracle, AWS Services",Hartford,CT,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
732,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers,,Hartford,CT,4/14/2023,Full Time,"$121,700.00 - $200,800.00",yearly,121700,200800,161250,dice.com
733,Senior Data Scientist III,"Korn Ferry/RELX, Inc. RPO",Legal,,,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
734,Data Scientist - Fortune 500 Company,Motion Recruitment,,Houston,TX,4/7/2023,Full Time,,,,,,dice.com
735,Data Scientist - Fortune 500 Company,Motion Recruitment,,San Diego,CA,4/7/2023,Full Time,,,,,,dice.com
736,Data Scientist - Fortune 500 Company,Motion Recruitment,,Irvine ,CA,4/7/2023,Full Time,,,,,,dice.com
737,Data Scientist,Veear,"NLP, SQL, Tableau",Sunnyvale,CA,3/24/2023,"Contract: W2, Independent, Corp-To-Corp, 12 Month(s)",$45 - $90,yearly,45000,90000,67500,dice.com
738,Data Scientist - ML - Computer Vision,Eliassen Group,,Charlotte,NC,4/7/2023,Contract: W2,,,,,,dice.com
739,Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking., Regression, Unsupervised Learning, Pca.",Santa Clara,CA,3/28/2023,"Contract: W2, Independent, Corp-To-Corp, 13 day((s))",,,,,,dice.com
740,Data Scientist,FirstParty,"Python, SQL",,,3/24/2023,"Contract: W2, 12 Month(s)",$70 - $90,yearly,70000,90000,80000,dice.com
741,Data Scientist - Data Analyst,Chobanian Group,"Tableau, SQL, Python",Sunnyvale,CA,4/13/2023,"Contract: W2, Independent",$80 - $90,yearly,80000,90000,85000,dice.com
742,Principle Data Scientist,Motion Recruitment,,Columbus,OH,3/21/2023,Full Time,,,,,,dice.com
743,Data Scientist,MAXAR Technologies,,Arlington,VA,3/13/2023,Full Time,,,,,,dice.com
744,Actuarial Data Scientist - Remote,Amica,,Lincoln,RI,3/28/2023,Full Time,See Job Description,,,,,dice.com
745,,,,,,,,,,,,,dice.com
746,Data Scientist,Apex Systems,,Lenexa,KS,3/14/2023,Full Time,,,,,,dice.com
747,Sr. Data Scientist,Concentrix Catalyst,Network,,,4/1/2023,Full Time,,,,,,dice.com
748,Data Scientist II,"firstPRO, Inc","SQL, R, Python",,,3/29/2023,Full Time,"$90,000 - $120,000",yearly,90000,120000,105000,dice.com
749,Data Scientist,"SystemDomain, Inc.",,Hartford,CT,3/9/2023,"Full Time, Part Time, Contract: Corp-To-Corp, W2, Independent",,,,,,dice.com
750,Data Scientist / ML/AI / Chemistry / Manufacturing,Motion Recruitment,,Los Angeles,CA,4/7/2023,Full Time,,,,,,dice.com
751,Sr Data Scientist,SHOP.COM / Market America,"Pytorch, Tensorflow, scikit-Learn, Python, SQL",,,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
752,,,,,,,,,,,,,dice.com
753,Data Scientist Only on W2 - (Initially REMOTE),Xcelo Group Inc,,,,4/10/2023,"Full Time, Part Time, Contract: W2, Independent, Corp-To-Corp",,,,,,dice.com
754,,,,,,,,,,,,,dice.com
755,Senior Data Scientist (US Remote Eligible),General Mills,,Minneapolis,MN,4/4/2023,Full Time,Depends on Experience,,,,,dice.com
756,Senior Data Scientist,Eliassen Group,,Charlotte,NC,3/16/2023,Contract: W2,,,,,,dice.com
757,Data Scientist (Remote),Surya Systems,"SQL, Python",,,1/13/2023,"Contract: Corp-To-Corp, W2, 12+ Month(s)",$Market,,,,,dice.com
758,IT|Data Analysis - Data Scientist I,Stellar Consulting Solutions,,Santa Clara,CA,3/27/2023,"Contract: W2, Independent, Corp-To-Corp, 5 month(s)",,,,,,dice.com
759,Data Scientist,AccruePartners,"Python, Domino",,,3/16/2023,Contract: W2,,,,,,dice.com
760,Data Scientist/Optical Physicist - Direct Hire,Kelly,"Computer, Engineering, Python, Embedded, Developer, IT",Denver,CO,4/13/2023,Full Time,,,,,,dice.com
761,Senior Data Scientist,Infinity Consulting Solutions,"Python, SQL, Application, Modeling, Web, Consulting, ICS, Accounting",Lisle,IL,3/23/2023,Full Time,,,,,,dice.com
762,Data Scientist / ML/AI/ Chemical Engineering / Manufacturing,Motion Recruitment,,Houston,TX,4/7/2023,Full Time,,,,,,dice.com
763,Data Scientist/ Masters or PhD required,Motion Recruitment,,Salt Lake City,AZ,4/5/2023,Full Time,,,,,,dice.com
764,,,,,,,,,,,,,dice.com
765,Data Scientist,Eliassen Group,,Stamford,CT,3/2/2023,Contract: W2,,,,,,dice.com
766,Data Scientist,EKIN Solutions Inc,"ML, Hadoop Ecosystem, Spark",,,3/16/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
767,Senior Data Scientist,Centraprise Corp,Python,,,3/2/2023,"Full Time, Contract: W2",$DOE,,,,,dice.com
768,"Lead Data Scientist, Underwriting",New York Life Insurance Company,"AI, Analytical, IT, Python, SQL, Oracle, Sales, Foundation",,,3/27/2023,Full Time,,,,,,dice.com
769,Remote Data Scientist,Apex Systems,,Johnston,IA,3/10/2023,Full Time,,,,,,dice.com
770,R Developer/ Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,3/30/2023,"Contract: Corp-To-Corp, W2, Independent, 12 month(s)",,,,,,dice.com
771,Data Scientist/Analyst,Software Guidance & Assistance,,San Francisco,CA,3/9/2023,"Contract: Corp-To-Corp, W2, Independent",$90.0 - $105.0,yearly,90000,105000,97500,dice.com
772,Data Scientist,Robert Half,"It, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,3/10/2023,"Contract: W2, Independent",$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,dice.com
773,Data Scientist - Cyber,"ConsultNet, LLC","Director, Computer, Physics, Engineering, Python, SQL, AWS",Rockville,MD,3/16/2023,Full Time,,,,,,dice.com
774,Data Scientist - TS/SCI full-scope poly,Motion Recruitment,, washington,DC,3/28/2023,Full Time,,,,,,dice.com
775,Jr. Data Scientist,Skilltune,"emass, xacta",New York,NY,3/20/2023,"Contract: W2, 14 Month(s)",$40 - $55,yearly,40000,55000,47500,dice.com
776,,,,,,,,,,,,,dice.com
777,,,,,,,,,,,,,dice.com
778,Data Analyst/Scientist (Oracle),World Wide Technology,"Data Scientist, Oracle",,,4/5/2023,"Contract: W2, 12 Month(s)",Depends on Experience,,,,,dice.com
779,"Lead Data Scientist at Reston, Virginia (Initial Remote)","KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,4/13/2023,"Contract: W2, Independent, Corp-To-Corp, 24",,,,,,dice.com
780,Senior Data Scientist Health and Wellness DTC Consumer Product Company,Motion Recruitment,,Watertown,MA,4/8/2023,Full Time,,,,,,dice.com
781,,,,,,,,,,,,,dice.com
782,Data Scientist 3,HII Mission Technologies,,San Antonio,TX,3/2/2023,Full Time,,,,,,dice.com
783,Data Scientist / Data Analyst,"firstPRO, Inc",R,Camden,NJ,3/22/2023,Full Time,"$80,000 - $100,000",yearly,80000,100000,90000,dice.com
784,Data Scientist - Hybrid,Benchmark IT- Technology Talent,"Data Science, Stem, AI, ML, Ds, Python, R, Matlab, Tensorflow, Tesseract, Pytorch, Keras, CI/CD, AWS, Azure, GCP, Github, Bitbucket, Google Colab, Kaggle, Communication",Greenwich,CT,2/28/2023,Full Time,Depends on Experience,,,,,dice.com
785,Adtech Data Scientist - 100% Remote in US,Motion Recruitment,,Boston,MA,4/3/2023,Full Time,,,,,,dice.com
786,Data Scientist (Hybrid Onsite 2 days a week),Xoriant Corporation,"Python, Unix, Oracle",Tampa,FL,4/5/2023,"Contract: W2, Independent, 12 Month(s)",$70 - $80,yearly,70000,80000,75000,dice.com
787,Senior Data Scientist,Infinity Consulting Solutions,"Analytical, Engineer, Computer, Research, Consulting, ICS, Accounting",Houston,TX,3/11/2023,Full Time,,,,,,dice.com
788,Data Scientist,Motion Recruitment,,San Diego ,CA,2/15/2023,Full Time,,,,,,dice.com
789,Data Scientist,Motion Recruitment,,Carlsbad,CA,2/15/2023,Full Time,,,,,,dice.com
790,Data Scientist,Motion Recruitment,,Torrance ,CA,2/15/2023,Full Time,,,,,,dice.com
791,Data Scientist,Motion Recruitment,,Irvine ,CA,2/14/2023,Full Time,,,,,,dice.com
792,Data Scientist,Motion Recruitment,,Los Angeles,CA,2/14/2023,Full Time,,,,,,dice.com
793,Data Scientist,SAIC,"Management, Systems, Python, NLP",Macdill AFB,FL,2/24/2023,Full Time,,,,,,dice.com
794,Data Scientist,AccruePartners,"It, Engineers, Engineering, Computer, Systems, Python, SQL",Fort Mill,SC,2/24/2023,Full Time,,,,,,dice.com
795,Jr. Machine Learning Data Scientist,"K2 Partnering Solutions, Inc.","Python, ML",,,3/13/2023,"Contract: W2, 6 Month(s)",$50 - $60,yearly,50000,60000,55000,dice.com
796,Data Scientist,BNY Mellon Corporation,"Analysis, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
797,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
798,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Lake Mary,FL,2/23/2023,Full Time,,,,,,dice.com
799,Data Scientist,Apex Systems,,Bentonville,AR,2/10/2023,Full Time,,,,,,dice.com
